,ID,Robocrys_description,N_tokens,SG,SG_symbol,Crystal_system,Structure_types
1510,mp-1069057,SrCo2Si2 crystallizes in the tetragonal I4/mmm space group. Sr2+ is bonded in a body-centered cubic geometry to eight equivalent Si4- atoms. All Sr-Si bond lengths are 3.20 Å. Co3+ is bonded to four equivalent Si4- atoms to form a mixture of corner and edge-sharing CoSi4 tetrahedra. All Co-Si bond lengths are 2.24 Å. Si4- is bonded in a 8-coordinate geometry to four equivalent Sr2+ and four equivalent Co3+ atoms.,69,139,I4/mmm,tetragonal,
1511,mp-3893,TbCo2B2 crystallizes in the tetragonal I4/mmm space group. Tb2+ is bonded in a body-centered cubic geometry to eight equivalent B3- atoms. All Tb-B bond lengths are 2.90 Å. Co2+ is bonded to four equivalent B3- atoms to form a mixture of distorted corner and edge-sharing CoB4 tetrahedra. All Co-B bond lengths are 1.98 Å. B3- is bonded in a 8-coordinate geometry to four equivalent Tb2+ and four equivalent Co2+ atoms.,70,139,I4/mmm,tetragonal,
1512,mp-4404,SrRu2As2 crystallizes in the tetragonal I4/mmm space group. Sr2+ is bonded in a body-centered cubic geometry to eight equivalent As3- atoms. All Sr-As bond lengths are 3.37 Å. Ru2+ is bonded to four equivalent As3- atoms to form a mixture of corner and edge-sharing RuAs4 tetrahedra. All Ru-As bond lengths are 2.42 Å. As3- is bonded in a 8-coordinate geometry to four equivalent Sr2+ and four equivalent Ru2+ atoms.,69,139,I4/mmm,tetragonal,
1513,mp-568371,TmRu2Si2 crystallizes in the tetragonal I4/mmm space group. Tm3+ is bonded in a 8-coordinate geometry to eight equivalent Si4- atoms. All Tm-Si bond lengths are 3.18 Å. Ru+2.50+ is bonded to four equivalent Si4- atoms to form a mixture of edge and corner-sharing RuSi4 tetrahedra. All Ru-Si bond lengths are 2.36 Å. Si4- is bonded in a 4-coordinate geometry to four equivalent Tm3+ and four equivalent Ru+2.50+ atoms.,68,139,I4/mmm,tetragonal,
1514,mp-8583,BaRh2P2 crystallizes in the tetragonal I4/mmm space group. Ba is bonded in a body-centered cubic geometry to eight equivalent P atoms. All Ba-P bond lengths are 3.40 Å. Rh is bonded to four equivalent P atoms to form a mixture of edge and corner-sharing RhP4 tetrahedra. All Rh-P bond lengths are 2.35 Å. P is bonded in a 8-coordinate geometry to four equivalent Ba and four equivalent Rh atoms.,69,139,I4/mmm,tetragonal,
1515,mp-9473,BaNi2P2 crystallizes in the tetragonal I4/mmm space group. Ba2+ is bonded in a body-centered cubic geometry to eight equivalent P3- atoms. All Ba-P bond lengths are 3.38 Å. Ni2+ is bonded to four equivalent P3- atoms to form a mixture of corner and edge-sharing NiP4 tetrahedra. All Ni-P bond lengths are 2.23 Å. P3- is bonded in a 8-coordinate geometry to four equivalent Ba2+ and four equivalent Ni2+ atoms.,69,139,I4/mmm,tetragonal,
1516,mp-22559,PuRu2Si2 crystallizes in the tetragonal I4/mmm space group. Pu3+ is bonded in a distorted body-centered cubic geometry to eight equivalent Si4- atoms. All Pu-Si bond lengths are 3.22 Å. Ru+2.50+ is bonded to four equivalent Si4- atoms to form a mixture of corner and edge-sharing RuSi4 tetrahedra. All Ru-Si bond lengths are 2.37 Å. Si4- is bonded in a 4-coordinate geometry to four equivalent Pu3+ and four equivalent Ru+2.50+ atoms.,70,139,I4/mmm,tetragonal,
1517,mp-4547,La2O2Te crystallizes in the tetragonal I4/mmm space group. La3+ is bonded in a 4-coordinate geometry to four equivalent Te2- and four equivalent O2- atoms. All La-Te bond lengths are 3.59 Å. All La-O bond lengths are 2.38 Å. Te2- is bonded in a distorted body-centered cubic geometry to eight equivalent La3+ atoms. O2- is bonded to four equivalent La3+ atoms to form a mixture of edge and corner-sharing OLa4 tetrahedra.,70,139,I4/mmm,tetragonal,
1518,mp-569310,Sr(OsP)2 crystallizes in the tetragonal I4/mmm space group. Sr2+ is bonded in a 8-coordinate geometry to eight equivalent Os2- atoms. All Sr-Os bond lengths are 3.50 Å. Os2- is bonded in a 4-coordinate geometry to four equivalent Sr2+ and four equivalent P1+ atoms. All Os-P bond lengths are 2.33 Å. P1+ is bonded in a 4-coordinate geometry to four equivalent Os2- atoms.,62,139,I4/mmm,tetragonal,
1519,mp-3299,SrFe2P2 crystallizes in the tetragonal I4/mmm space group. Sr2+ is bonded in a body-centered cubic geometry to eight equivalent P3- atoms. All Sr-P bond lengths are 3.21 Å. Fe2+ is bonded to four equivalent P3- atoms to form a mixture of edge and corner-sharing FeP4 tetrahedra. All Fe-P bond lengths are 2.18 Å. P3- is bonded in a 8-coordinate geometry to four equivalent Sr2+ and four equivalent Fe2+ atoms.,69,139,I4/mmm,tetragonal,
1520,mp-3678,TbRu2Si2 crystallizes in the tetragonal I4/mmm space group. Tb3+ is bonded in a 8-coordinate geometry to eight equivalent Si4- atoms. All Tb-Si bond lengths are 3.21 Å. Ru+2.50+ is bonded to four equivalent Si4- atoms to form a mixture of corner and edge-sharing RuSi4 tetrahedra. All Ru-Si bond lengths are 2.37 Å. Si4- is bonded in a 4-coordinate geometry to four equivalent Tb3+ and four equivalent Ru+2.50+ atoms.,68,139,I4/mmm,tetragonal,
1521,mp-1069613,Er2BiO2 crystallizes in the tetragonal I4/mmm space group. Er is bonded in a 4-coordinate geometry to four equivalent Bi and four equivalent O atoms. All Er-Bi bond lengths are 3.52 Å. All Er-O bond lengths are 2.19 Å. Bi is bonded in a body-centered cubic geometry to eight equivalent Er atoms. O is bonded to four equivalent Er atoms to form a mixture of edge and corner-sharing OEr4 tetrahedra.,69,139,I4/mmm,tetragonal,
1522,mp-16036,Tb2TeO2 crystallizes in the tetragonal I4/mmm space group. Tb3+ is bonded in a 4-coordinate geometry to four equivalent Te2- and four equivalent O2- atoms. All Tb-Te bond lengths are 3.44 Å. All Tb-O bond lengths are 2.25 Å. Te2- is bonded in a distorted body-centered cubic geometry to eight equivalent Tb3+ atoms. O2- is bonded to four equivalent Tb3+ atoms to form a mixture of corner and edge-sharing OTb4 tetrahedra.,70,139,I4/mmm,tetragonal,
1523,mp-20095,EuFe2P2 crystallizes in the tetragonal I4/mmm space group. Eu2+ is bonded in a body-centered cubic geometry to eight equivalent P3- atoms. All Eu-P bond lengths are 3.13 Å. Fe2+ is bonded to four equivalent P3- atoms to form a mixture of edge and corner-sharing FeP4 tetrahedra. All Fe-P bond lengths are 2.17 Å. P3- is bonded in a 8-coordinate geometry to four equivalent Eu2+ and four equivalent Fe2+ atoms.,69,139,I4/mmm,tetragonal,
1524,mp-3515,YCo2B2 crystallizes in the tetragonal I4/mmm space group. Y3+ is bonded in a body-centered cubic geometry to eight equivalent B3- atoms. All Y-B bond lengths are 2.89 Å. Co+1.50+ is bonded to four equivalent B3- atoms to form a mixture of distorted edge and corner-sharing CoB4 tetrahedra. All Co-B bond lengths are 1.98 Å. B3- is bonded in a 4-coordinate geometry to four equivalent Y3+ and four equivalent Co+1.50+ atoms.,70,139,I4/mmm,tetragonal,
1525,mp-5505,U2N2Te crystallizes in the tetragonal I4/mmm space group. U4+ is bonded in a 4-coordinate geometry to four equivalent N3- and four equivalent Te2- atoms. All U-N bond lengths are 2.26 Å. All U-Te bond lengths are 3.44 Å. N3- is bonded to four equivalent U4+ atoms to form a mixture of edge and corner-sharing NU4 tetrahedra. Te2- is bonded in a distorted body-centered cubic geometry to eight equivalent U4+ atoms.,70,139,I4/mmm,tetragonal,
1526,mp-638841,Eu(RhAs)2 crystallizes in the tetragonal I4/mmm space group. Eu is bonded in a distorted body-centered cubic geometry to eight equivalent As atoms. All Eu-As bond lengths are 3.25 Å. Rh is bonded to four equivalent As atoms to form a mixture of corner and edge-sharing RhAs4 tetrahedra. All Rh-As bond lengths are 2.45 Å. As is bonded in a 8-coordinate geometry to four equivalent Eu and four equivalent Rh atoms.,70,139,I4/mmm,tetragonal,
1527,mp-19857,BaMn2P2 crystallizes in the tetragonal I4/mmm space group. Ba2+ is bonded in a body-centered cubic geometry to eight equivalent P3- atoms. All Ba-P bond lengths are 3.33 Å. Mn2+ is bonded to four equivalent P3- atoms to form a mixture of edge and corner-sharing MnP4 tetrahedra. All Mn-P bond lengths are 2.31 Å. P3- is bonded in a 8-coordinate geometry to four equivalent Ba2+ and four equivalent Mn2+ atoms.,69,139,I4/mmm,tetragonal,
1528,mp-27469,Th2BiN2 crystallizes in the tetragonal I4/mmm space group. Th is bonded in a 4-coordinate geometry to four equivalent Bi and four equivalent N atoms. All Th-Bi bond lengths are 3.74 Å. All Th-N bond lengths are 2.34 Å. Bi is bonded in a body-centered cubic geometry to eight equivalent Th atoms. N is bonded to four equivalent Th atoms to form a mixture of edge and corner-sharing NTh4 tetrahedra.,69,139,I4/mmm,tetragonal,
1529,mp-3566,CeRu2Si2 crystallizes in the tetragonal I4/mmm space group. Ce3+ is bonded in a 8-coordinate geometry to eight equivalent Si4- atoms. All Ce-Si bond lengths are 3.24 Å. Ru+2.50+ is bonded to four equivalent Si4- atoms to form a mixture of edge and corner-sharing RuSi4 tetrahedra. All Ru-Si bond lengths are 2.38 Å. Si4- is bonded in a 4-coordinate geometry to four equivalent Ce3+ and four equivalent Ru+2.50+ atoms.,68,139,I4/mmm,tetragonal,
1530,mp-569302,GdRu2Si2 crystallizes in the tetragonal I4/mmm space group. Gd3+ is bonded in a 8-coordinate geometry to eight equivalent Si4- atoms. All Gd-Si bond lengths are 3.22 Å. Ru+2.50+ is bonded to four equivalent Si4- atoms to form a mixture of edge and corner-sharing RuSi4 tetrahedra. All Ru-Si bond lengths are 2.37 Å. Si4- is bonded in a 4-coordinate geometry to four equivalent Gd3+ and four equivalent Ru+2.50+ atoms.,68,139,I4/mmm,tetragonal,
1531,mp-573563,SmCo2P2 crystallizes in the tetragonal I4/mmm space group. Sm2+ is bonded in a distorted body-centered cubic geometry to eight equivalent P3- atoms. All Sm-P bond lengths are 3.02 Å. Co2+ is bonded to four equivalent P3- atoms to form a mixture of edge and corner-sharing CoP4 tetrahedra. All Co-P bond lengths are 2.23 Å. P3- is bonded in a 4-coordinate geometry to four equivalent Sm2+ and four equivalent Co2+ atoms.,70,139,I4/mmm,tetragonal,
1532,mp-4072,SmRu2Si2 crystallizes in the tetragonal I4/mmm space group. Sm3+ is bonded in a 8-coordinate geometry to eight equivalent Si4- atoms. All Sm-Si bond lengths are 3.24 Å. Ru+2.50+ is bonded to four equivalent Si4- atoms to form a mixture of corner and edge-sharing RuSi4 tetrahedra. All Ru-Si bond lengths are 2.37 Å. Si4- is bonded in a 4-coordinate geometry to four equivalent Sm3+ and four equivalent Ru+2.50+ atoms.,68,139,I4/mmm,tetragonal,
1533,mp-569881,SrNi2Sb2 crystallizes in the tetragonal I4/mmm space group. Sr2+ is bonded in a distorted body-centered cubic geometry to eight equivalent Sb3- atoms. All Sr-Sb bond lengths are 3.48 Å. Ni2+ is bonded to four equivalent Sb3- atoms to form a mixture of corner and edge-sharing NiSb4 tetrahedra. All Ni-Sb bond lengths are 2.51 Å. Sb3- is bonded in a 4-coordinate geometry to four equivalent Sr2+ and four equivalent Ni2+ atoms.,70,139,I4/mmm,tetragonal,
1534,mp-3288,CsNO2 crystallizes in the trigonal P3_121 space group. Cs1+ is bonded in a 8-coordinate geometry to eight equivalent O2- atoms. There are a spread of Cs-O bond distances ranging from 3.09-3.51 Å. N3+ is bonded in a bent 120 degrees geometry to two equivalent O2- atoms. Both N-O bond lengths are 1.27 Å. O2- is bonded in a distorted single-bond geometry to four equivalent Cs1+ and one N3+ atom.,69,152,P3_121,trigonal,
1535,mp-27265,AuClO crystallizes in the trigonal R̅3 space group. Au3+ is bonded in a rectangular see-saw-like geometry to three equivalent O2- and one Cl1- atom. There are a spread of Au-O bond distances ranging from 2.00-2.07 Å. The Au-Cl bond length is 2.25 Å. O2- is bonded in a distorted trigonal non-coplanar geometry to three equivalent Au3+ atoms. Cl1- is bonded in a single-bond geometry to one Au3+ atom.,68,148,R-3,trigonal,
1536,mp-8387,Tl6TeO6 crystallizes in the trigonal R̅3 space group. Tl1+ is bonded in a 3-coordinate geometry to three equivalent O2- atoms. There are a spread of Tl-O bond distances ranging from 2.37-2.93 Å. Te6+ is bonded in an octahedral geometry to six equivalent O2- atoms. All Te-O bond lengths are 1.94 Å. O2- is bonded in a 3-coordinate geometry to three equivalent Tl1+ and one Te6+ atom.,66,148,R-3,trigonal,
1537,mp-28872,RbO3Br crystallizes in the trigonal R3m space group. Rb1+ is bonded in a 12-coordinate geometry to twelve equivalent O2- atoms. There are a spread of Rb-O bond distances ranging from 3.06-3.45 Å. O2- is bonded in a distorted single-bond geometry to four equivalent Rb1+ and one Br5+ atom. The O-Br bond length is 1.67 Å. Br5+ is bonded in a trigonal non-coplanar geometry to three equivalent O2- atoms.,68,160,R3m,trigonal,
1538,mp-7684,Tl3AsSe3 crystallizes in the trigonal R3m space group. Tl1+ is bonded in a 5-coordinate geometry to five equivalent Se2- atoms. There are three shorter (3.18 Å) and two longer (3.58 Å) Tl-Se bond lengths. As3+ is bonded in a trigonal non-coplanar geometry to three equivalent Se2- atoms. All As-Se bond lengths are 2.40 Å. Se2- is bonded in a 6-coordinate geometry to five equivalent Tl1+ and one As3+ atom.,69,160,R3m,trigonal,
1539,mp-9386,CsAu3Se2 crystallizes in the trigonal P̅3m1 space group. Cs1+ is bonded in a distorted hexagonal planar geometry to six equivalent Se2- atoms. All Cs-Se bond lengths are 3.86 Å. Au1+ is bonded in a linear geometry to two equivalent Se2- atoms. Both Au-Se bond lengths are 2.45 Å. Se2- is bonded in a 6-coordinate geometry to three equivalent Cs1+ and three equivalent Au1+ atoms.,64,164,P-3m1,trigonal,
1540,mp-553303,CsCu3O2 crystallizes in the trigonal P̅3m1 space group. Cs1+ is bonded to six equivalent O2- atoms to form edge-sharing CsO6 octahedra. All Cs-O bond lengths are 3.39 Å. Cu1+ is bonded in a linear geometry to two equivalent O2- atoms. Both Cu-O bond lengths are 1.84 Å. O2- is bonded in a 3-coordinate geometry to three equivalent Cs1+ and three equivalent Cu1+ atoms.,63,164,P-3m1,trigonal,
1541,mp-8393,Tl3SbS3 crystallizes in the trigonal R3m space group. Tl1+ is bonded in a 5-coordinate geometry to five equivalent S2- atoms. There are a spread of Tl-S bond distances ranging from 3.04-3.59 Å. Sb3+ is bonded in a distorted trigonal non-coplanar geometry to three equivalent S2- atoms. All Sb-S bond lengths are 2.45 Å. S2- is bonded in a 6-coordinate geometry to five equivalent Tl1+ and one Sb3+ atom.,68,160,R3m,trigonal,
1542,mp-9385,RbAu3Se2 crystallizes in the trigonal P̅3m1 space group. Rb1+ is bonded in a distorted hexagonal planar geometry to six equivalent Se2- atoms. All Rb-Se bond lengths are 3.72 Å. Au1+ is bonded in a distorted linear geometry to two equivalent Se2- atoms. Both Au-Se bond lengths are 2.46 Å. Se2- is bonded in a 6-coordinate geometry to three equivalent Rb1+ and three equivalent Au1+ atoms.,65,164,P-3m1,trigonal,
1543,mp-10402,Tl2TiF6 crystallizes in the trigonal P̅3m1 space group. Ti4+ is bonded in an octahedral geometry to six equivalent F1- atoms. All Ti-F bond lengths are 1.88 Å. Tl1+ is bonded in a 12-coordinate geometry to twelve equivalent F1- atoms. There are a spread of Tl-F bond distances ranging from 2.90-3.15 Å. F1- is bonded in a distorted single-bond geometry to one Ti4+ and four equivalent Tl1+ atoms.,67,164,P-3m1,trigonal,
1544,mp-4638,TlCrTe2 crystallizes in the trigonal P̅3m1 space group. Cr3+ is bonded to six equivalent Te2- atoms to form edge-sharing CrTe6 octahedra. All Cr-Te bond lengths are 2.78 Å. Tl1+ is bonded in a 6-coordinate geometry to six equivalent Te2- atoms. All Tl-Te bond lengths are 3.46 Å. Te2- is bonded in a 6-coordinate geometry to three equivalent Cr3+ and three equivalent Tl1+ atoms.,63,164,P-3m1,trigonal,
1545,mp-505346,Eu3B2O6 crystallizes in the trigonal R̅3c space group. Eu2+ is bonded in a 8-coordinate geometry to eight equivalent O2- atoms. There are a spread of Eu-O bond distances ranging from 2.47-2.88 Å. B3+ is bonded in a trigonal planar geometry to three equivalent O2- atoms. All B-O bond lengths are 1.39 Å. O2- is bonded in a distorted single-bond geometry to four equivalent Eu2+ and one B3+ atom.,68,167,R-3c,trigonal,
1546,mp-16432,Sr3B2O6 crystallizes in the trigonal R̅3c space group. Sr2+ is bonded in a 8-coordinate geometry to eight equivalent O2- atoms. There are a spread of Sr-O bond distances ranging from 2.50-2.91 Å. B3+ is bonded in a trigonal planar geometry to three equivalent O2- atoms. All B-O bond lengths are 1.39 Å. O2- is bonded in a distorted single-bond geometry to four equivalent Sr2+ and one B3+ atom.,68,167,R-3c,trigonal,
1547,mp-3915,HgBaO2 crystallizes in the trigonal R̅3m space group. Ba2+ is bonded to six equivalent O2- atoms to form edge-sharing BaO6 octahedra. All Ba-O bond lengths are 2.72 Å. Hg2+ is bonded in a linear geometry to two equivalent O2- atoms. Both Hg-O bond lengths are 1.98 Å. O2- is bonded to three equivalent Ba2+ and one Hg2+ atom to form a mixture of distorted corner and edge-sharing OBa3Hg tetrahedra.,69,166,R-3m,trigonal,
1548,mp-4124,CaCN2 crystallizes in the trigonal R̅3m space group. Ca2+ is bonded to six equivalent N3- atoms to form edge-sharing CaN6 octahedra. All Ca-N bond lengths are 2.47 Å. C4+ is bonded in a linear geometry to two equivalent N3- atoms. Both C-N bond lengths are 1.23 Å. N3- is bonded to three equivalent Ca2+ and one C4+ atom to form a mixture of distorted edge and corner-sharing NCa3C tetrahedra.,69,166,R-3m,trigonal,
1549,mp-19225,AgFeO2 crystallizes in the trigonal R̅3m space group. Fe3+ is bonded to six equivalent O2- atoms to form edge-sharing FeO6 octahedra. All Fe-O bond lengths are 1.94 Å. Ag1+ is bonded in a linear geometry to two equivalent O2- atoms. Both Ag-O bond lengths are 2.10 Å. O2- is bonded to three equivalent Fe3+ and one Ag1+ atom to form a mixture of distorted edge and corner-sharing OFe3Ag tetrahedra.,69,166,R-3m,trigonal,
1550,mp-27913,CoOOH crystallizes in the trigonal R̅3m space group. Co3+ is bonded to six equivalent O2- atoms to form edge-sharing CoO6 octahedra. All Co-O bond lengths are 1.90 Å. H1+ is bonded in a linear geometry to two equivalent O2- atoms. Both H-O bond lengths are 1.20 Å. O2- is bonded in a 4-coordinate geometry to three equivalent Co3+ and one H1+ atom.,62,166,R-3m,trigonal,
1551,mp-1018025,LuAgO2 crystallizes in the trigonal R̅3m space group. Lu3+ is bonded to six equivalent O2- atoms to form edge-sharing LuO6 octahedra. All Lu-O bond lengths are 2.20 Å. Ag1+ is bonded in a linear geometry to two equivalent O2- atoms. Both Ag-O bond lengths are 2.07 Å. O2- is bonded to three equivalent Lu3+ and one Ag1+ atom to form a mixture of corner and edge-sharing OLu3Ag tetrahedra.,68,166,R-3m,trigonal,
1552,mp-19378,AgCrO2 crystallizes in the trigonal R̅3m space group. Cr3+ is bonded to six equivalent O2- atoms to form edge-sharing CrO6 octahedra. All Cr-O bond lengths are 1.99 Å. Ag1+ is bonded in a linear geometry to two equivalent O2- atoms. Both Ag-O bond lengths are 2.10 Å. O2- is bonded to three equivalent Cr3+ and one Ag1+ atom to form a mixture of distorted edge and corner-sharing OCr3Ag tetrahedra.,69,166,R-3m,trigonal,
1553,mp-24199,LiHF2 crystallizes in the trigonal R̅3m space group. Li1+ is bonded to six equivalent F1- atoms to form edge-sharing LiF6 octahedra. All Li-F bond lengths are 1.99 Å. H1+ is bonded in a linear geometry to two equivalent F1- atoms. Both H-F bond lengths are 1.14 Å. F1- is bonded in a 4-coordinate geometry to three equivalent Li1+ and one H1+ atom.,62,166,R-3m,trigonal,
1554,mp-665922,SrHgO2 crystallizes in the trigonal R̅3m space group. Sr2+ is bonded to six equivalent O2- atoms to form edge-sharing SrO6 octahedra. All Sr-O bond lengths are 2.53 Å. Hg2+ is bonded in a linear geometry to two equivalent O2- atoms. Both Hg-O bond lengths are 1.98 Å. O2- is bonded to three equivalent Sr2+ and one Hg2+ atom to form a mixture of distorted corner and edge-sharing OSr3Hg tetrahedra.,69,166,R-3m,trigonal,
1555,mp-7041,CaHgO2 crystallizes in the trigonal R̅3m space group. Ca2+ is bonded to six equivalent O2- atoms to form edge-sharing CaO6 octahedra. All Ca-O bond lengths are 2.37 Å. Hg2+ is bonded in a linear geometry to two equivalent O2- atoms. Both Hg-O bond lengths are 1.98 Å. O2- is bonded to three equivalent Ca2+ and one Hg2+ atom to form a mixture of distorted edge and corner-sharing OCa3Hg tetrahedra.,69,166,R-3m,trigonal,
1556,mp-14116,CuRhO2 crystallizes in the trigonal R̅3m space group. Rh3+ is bonded to six equivalent O2- atoms to form edge-sharing RhO6 octahedra. All Rh-O bond lengths are 2.05 Å. Cu1+ is bonded in a linear geometry to two equivalent O2- atoms. Both Cu-O bond lengths are 1.83 Å. O2- is bonded to three equivalent Rh3+ and one Cu1+ atom to form a mixture of distorted corner and edge-sharing OCuRh3 tetrahedra.,69,166,R-3m,trigonal,
1557,mp-10969,CdCN2 crystallizes in the trigonal R̅3m space group. Cd2+ is bonded to six equivalent N3- atoms to form edge-sharing CdN6 octahedra. All Cd-N bond lengths are 2.38 Å. C4+ is bonded in a linear geometry to two equivalent N3- atoms. Both C-N bond lengths are 1.23 Å. N3- is bonded in a 4-coordinate geometry to three equivalent Cd2+ and one C4+ atom.,62,166,R-3m,trigonal,
1558,mp-19210,PtCoO2 crystallizes in the trigonal R̅3m space group. Co2+ is bonded to six equivalent O2- atoms to form edge-sharing CoO6 octahedra. All Co-O bond lengths are 1.90 Å. Pt2+ is bonded in a linear geometry to two equivalent O2- atoms. Both Pt-O bond lengths are 2.00 Å. O2- is bonded to three equivalent Co2+ and one Pt2+ atom to form a mixture of distorted corner and edge-sharing OCo3Pt trigonal pyramids.,70,166,R-3m,trigonal,
1559,mp-27837,NaHF2 crystallizes in the trigonal R̅3m space group. Na1+ is bonded to six equivalent F1- atoms to form edge-sharing NaF6 octahedra. All Na-F bond lengths are 2.27 Å. H1+ is bonded in a linear geometry to two equivalent F1- atoms. Both H-F bond lengths are 1.14 Å. F1- is bonded in a 4-coordinate geometry to three equivalent Na1+ and one H1+ atom.,62,166,R-3m,trigonal,
1560,mp-510281,CuFeO2 crystallizes in the trigonal R̅3m space group. Fe3+ is bonded to six equivalent O2- atoms to form edge-sharing FeO6 octahedra. All Fe-O bond lengths are 1.93 Å. Cu1+ is bonded in a linear geometry to two equivalent O2- atoms. Both Cu-O bond lengths are 1.84 Å. O2- is bonded to three equivalent Fe3+ and one Cu1+ atom to form a mixture of distorted edge and corner-sharing OFe3Cu trigonal pyramids.,70,166,R-3m,trigonal,
1561,mp-569677,Sr2NI is Caswellsilverite structured and crystallizes in the trigonal R̅3m space group. Sr2+ is bonded in a 6-coordinate geometry to three equivalent N3- and three equivalent I1- atoms. All Sr-N bond lengths are 2.67 Å. All Sr-I bond lengths are 3.46 Å. N3- is bonded to six equivalent Sr2+ atoms to form edge-sharing NSr6 octahedra. I1- is bonded in a 6-coordinate geometry to six equivalent Sr2+ atoms.,67,166,R-3m,trigonal,Caswellsilverite
1562,mp-9166,MgCN2 crystallizes in the trigonal R̅3m space group. Mg2+ is bonded to six equivalent N3- atoms to form edge-sharing MgN6 octahedra. All Mg-N bond lengths are 2.20 Å. C4+ is bonded in a linear geometry to two equivalent N3- atoms. Both C-N bond lengths are 1.23 Å. N3- is bonded to three equivalent Mg2+ and one C4+ atom to form a mixture of distorted edge and corner-sharing NMg3C trigonal pyramids.,70,166,R-3m,trigonal,
1563,mp-1063607,PdCrO2 crystallizes in the trigonal R̅3m space group. Cr2+ is bonded to six equivalent O2- atoms to form edge-sharing CrO6 octahedra. All Cr-O bond lengths are 1.97 Å. Pd2+ is bonded in a linear geometry to two equivalent O2- atoms. Both Pd-O bond lengths are 2.01 Å. O2- is bonded to three equivalent Cr2+ and one Pd2+ atom to form a mixture of distorted corner and edge-sharing OCr3Pd trigonal pyramids.,70,166,R-3m,trigonal,
1564,mp-24121,Tb(OH)3 crystallizes in the hexagonal P63/m space group. Tb3+ is bonded in a 9-coordinate geometry to nine equivalent O2- atoms. There are six shorter (2.42 Å) and three longer (2.44 Å) Tb-O bond lengths. H1+ is bonded in a single-bond geometry to one O2- atom. The H-O bond length is 0.97 Å. O2- is bonded in a single-bond geometry to three equivalent Tb3+ and one H1+ atom.,67,176,P6_3/m,hexagonal,
1565,mp-12905,Ba3CrN3 crystallizes in the hexagonal P63/m space group. Ba2+ is bonded in a 5-coordinate geometry to five equivalent N3- atoms. There are a spread of Ba-N bond distances ranging from 2.83-3.30 Å. Cr3+ is bonded in a trigonal planar geometry to three equivalent N3- atoms. All Cr-N bond lengths are 1.72 Å. N3- is bonded in a distorted single-bond geometry to five equivalent Ba2+ and one Cr3+ atom.,68,176,P6_3/m,hexagonal,
1566,mp-24073,Gd(OH)3 crystallizes in the hexagonal P63/m space group. Gd3+ is bonded in a 9-coordinate geometry to nine equivalent O2- atoms. There are six shorter (2.45 Å) and three longer (2.47 Å) Gd-O bond lengths. H1+ is bonded in a single-bond geometry to one O2- atom. The H-O bond length is 0.97 Å. O2- is bonded in a single-bond geometry to three equivalent Gd3+ and one H1+ atom.,67,176,P6_3/m,hexagonal,
1567,mp-24074,Dy(OH)3 crystallizes in the hexagonal P63/m space group. Dy3+ is bonded in a 9-coordinate geometry to nine equivalent O2- atoms. There are six shorter (2.40 Å) and three longer (2.44 Å) Dy-O bond lengths. H1+ is bonded in a single-bond geometry to one O2- atom. The H-O bond length is 0.97 Å. O2- is bonded in a single-bond geometry to three equivalent Dy3+ and one H1+ atom.,67,176,P6_3/m,hexagonal,
1568,mp-625447,Pr(OH)3 crystallizes in the hexagonal P63/m space group. Pr3+ is bonded in a 9-coordinate geometry to nine equivalent O2- atoms. There are three shorter (2.52 Å) and six longer (2.54 Å) Pr-O bond lengths. H1+ is bonded in a single-bond geometry to one O2- atom. The H-O bond length is 0.97 Å. O2- is bonded in a single-bond geometry to three equivalent Pr3+ and one H1+ atom.,67,176,P6_3/m,hexagonal,
1569,mp-22332,TaInS2 crystallizes in the hexagonal P̅6m2 space group. Ta3+ is bonded to six equivalent S2- atoms to form distorted edge-sharing TaS6 pentagonal pyramids. All Ta-S bond lengths are 2.47 Å. In1+ is bonded in a linear geometry to two equivalent S2- atoms. Both In-S bond lengths are 2.86 Å. S2- is bonded in a distorted rectangular see-saw-like geometry to three equivalent Ta3+ and one In1+ atom.,66,187,P-6m2,hexagonal,
1570,mp-1018022,NbInS2 crystallizes in the hexagonal P̅6m2 space group. Nb3+ is bonded to six equivalent S2- atoms to form distorted edge-sharing NbS6 pentagonal pyramids. All Nb-S bond lengths are 2.48 Å. In1+ is bonded in a linear geometry to two equivalent S2- atoms. Both In-S bond lengths are 2.81 Å. S2- is bonded in a distorted rectangular see-saw-like geometry to three equivalent Nb3+ and one In1+ atom.,66,187,P-6m2,hexagonal,
1571,mp-999136,TaInSe2 crystallizes in the hexagonal P̅6m2 space group. Ta3+ is bonded to six equivalent Se2- atoms to form distorted edge-sharing TaSe6 pentagonal pyramids. All Ta-Se bond lengths are 2.59 Å. In1+ is bonded in a linear geometry to two equivalent Se2- atoms. Both In-Se bond lengths are 3.02 Å. Se2- is bonded in a distorted rectangular see-saw-like geometry to three equivalent Ta3+ and one In1+ atom.,66,187,P-6m2,hexagonal,
1572,mp-10056,UCo3B2 crystallizes in the hexagonal P6/mmm space group. U3+ is bonded in a distorted hexagonal planar geometry to six equivalent B3- atoms. All U-B bond lengths are 2.86 Å. Co1+ is bonded in a square co-planar geometry to four equivalent B3- atoms. All Co-B bond lengths are 2.07 Å. B3- is bonded in a 6-coordinate geometry to three equivalent U3+ and six equivalent Co1+ atoms.,65,191,P6/mmm,hexagonal,
